"수계별(1)","수계별(2)",항목,2020.01,2020.02,2020.03
"안성천","이동지1",비소 As (㎎/ℓ),-,-,0.00000
"안성천","이동지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"안성천","이동지2",생물화학적산소요구량 BOD (㎎/ℓ),0.8,-,1.3
"안성천","이동지2",용존산소 DO (㎎/ℓ),12.0,-,14.7
"안성천","이동지2",수온 (℃),3.2,-,7.6
"안성천","이동지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"안성천","이동지2",시안 CN (㎎/ℓ),-,-,0.00
"안성천","이동지2",납 Pb (㎎/ℓ),-,-,0.00000
"안성천","이동지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"안성천","이동지2",비소 As (㎎/ℓ),-,-,0.00000
"안성천","이동지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지1",생물화학적산소요구량 BOD (㎎/ℓ),2.4,1.7,1.3
"삽교천","예당지1",용존산소 DO (㎎/ℓ),14.5,13.2,13.2
"삽교천","예당지1",수온 (℃),2.0,1.8,5.1
"삽교천","예당지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지1",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지1",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지2",생물화학적산소요구량 BOD (㎎/ℓ),2.6,1.7,1.7
"삽교천","예당지2",용존산소 DO (㎎/ℓ),14.9,13.3,13.5
"삽교천","예당지2",수온 (℃),2.3,1.4,5.4
"삽교천","예당지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지2",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지2",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","예당지3",생물화학적산소요구량 BOD (㎎/ℓ),2.5,1.6,1.6
"삽교천","예당지3",용존산소 DO (㎎/ℓ),13.3,13.5,13.0
"삽교천","예당지3",수온 (℃),3.7,1.5,5.4
"삽교천","예당지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","예당지3",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","예당지3",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","예당지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호1",생물화학적산소요구량 BOD (㎎/ℓ),4.4,4.3,2.1
"삽교천","삽교호1",용존산소 DO (㎎/ℓ),19.5,14.4,13.0
"삽교천","삽교호1",수온 (℃),2.8,1.4,5.4
"삽교천","삽교호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호1",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호1",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호2",생물화학적산소요구량 BOD (㎎/ℓ),4.1,4.2,2.6
"삽교천","삽교호2",용존산소 DO (㎎/ℓ),19.2,13.7,12.8
"삽교천","삽교호2",수온 (℃),4.1,1.8,6.4
"삽교천","삽교호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호2",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호2",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"삽교천","삽교호3",생물화학적산소요구량 BOD (㎎/ℓ),4.4,4.6,2.8
"삽교천","삽교호3",용존산소 DO (㎎/ℓ),19.6,16.7,13.8
"삽교천","삽교호3",수온 (℃),4.5,1.7,5.9
"삽교천","삽교호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",시안 CN (㎎/ℓ),-,-,0.00
"삽교천","삽교호3",납 Pb (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"삽교천","삽교호3",비소 As (㎎/ℓ),-,-,0.00000
"삽교천","삽교호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","사연댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.6,1.4,0.8
"태화강","사연댐1",용존산소 DO (㎎/ℓ),11.4,11.4,11.5
"태화강","사연댐1",수온 (℃),6.0,6.0,6.6
"태화강","사연댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","사연댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","사연댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","사연댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","사연댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.4,1.3,0.7
"태화강","사연댐2",용존산소 DO (㎎/ℓ),11.3,11.2,11.4
"태화강","사연댐2",수온 (℃),5.8,5.9,6.7
"태화강","사연댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","사연댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","사연댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","사연댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대암댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.2,1.0
"태화강","대암댐1",용존산소 DO (㎎/ℓ),11.3,10.5,10.2
"태화강","대암댐1",수온 (℃),5.7,6.2,7.7
"태화강","대암댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대암댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대암댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대암댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대암댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,1.1,1.3
"태화강","대암댐2",용존산소 DO (㎎/ℓ),11.3,10.6,10.1
"태화강","대암댐2",수온 (℃),5.6,6.6,8.0
"태화강","대암댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대암댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대암댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대암댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대곡댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.7,0.7,0.7
"태화강","대곡댐1",용존산소 DO (㎎/ℓ),9.9,11.0,10.9
"태화강","대곡댐1",수온 (℃),7.0,6.2,6.8
"태화강","대곡댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대곡댐1",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대곡댐1",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대곡댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"태화강","대곡댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.6,0.6,0.8
"태화강","대곡댐2",용존산소 DO (㎎/ℓ),9.8,10.6,11.0
"태화강","대곡댐2",수온 (℃),7.2,6.3,6.6
"태화강","대곡댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",시안 CN (㎎/ℓ),-,-,0.00
"태화강","대곡댐2",납 Pb (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"태화강","대곡댐2",비소 As (㎎/ℓ),-,-,0.00000
"태화강","대곡댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","보문호1",생물화학적산소요구량 BOD (㎎/ℓ),1.1,0.9,1.1
"형산강","보문호1",용존산소 DO (㎎/ℓ),8.6,12.4,11.7
"형산강","보문호1",수온 (℃),4.7,6.8,7.6
"형산강","보문호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","보문호1",시안 CN (㎎/ℓ),-,-,0.00
"형산강","보문호1",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","보문호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","보문호1",비소 As (㎎/ℓ),-,-,0.00000
"형산강","보문호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","보문호2",생물화학적산소요구량 BOD (㎎/ℓ),0.7,1.8,1.4
"형산강","보문호2",용존산소 DO (㎎/ℓ),10.6,12.4,11.8
"형산강","보문호2",수온 (℃),5.3,8.6,9.2
"형산강","보문호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","보문호2",시안 CN (㎎/ℓ),-,-,0.00
"형산강","보문호2",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","보문호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","보문호2",비소 As (㎎/ℓ),-,-,0.00000
"형산강","보문호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"형산강","안계댐",생물화학적산소요구량 BOD (㎎/ℓ),4.0,3.7,2.6
"형산강","안계댐",용존산소 DO (㎎/ℓ),11.6,12.0,11.3
"형산강","안계댐",수온 (℃),6.3,6.5,8.4
"형산강","안계댐",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"형산강","안계댐",시안 CN (㎎/ℓ),-,-,0.00
"형산강","안계댐",납 Pb (㎎/ℓ),-,-,0.00000
"형산강","안계댐",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"형산강","안계댐",비소 As (㎎/ℓ),-,-,0.00000
"형산강","안계댐",수은 Hg (㎎/ℓ),-,-,0.0000000
"회야강","회야호1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.8,2.0
"회야강","회야호1",용존산소 DO (㎎/ℓ),11.3,11.4,11.9
"회야강","회야호1",수온 (℃),6.5,6.7,9.2
"회야강","회야호1",카드뮴 Cd (㎎/ℓ),0.00000,0.00000,0.00000
"회야강","회야호1",시안 CN (㎎/ℓ),0.00,0.00,0.00
"회야강","회야호1",납 Pb (㎎/ℓ),0.00000,0.00033,0.00000
"회야강","회야호1",6가크롬 Cr6+ (㎎/ℓ),0.000,0.000,0.000
"회야강","회야호1",비소 As (㎎/ℓ),0.00200,0.00100,0.00326
"회야강","회야호1",수은 Hg (㎎/ℓ),0.0000000,0.0000000,0.0000000
"회야강","회야호2",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.8,1.4
"회야강","회야호2",용존산소 DO (㎎/ℓ),11.4,11.3,11.7
"회야강","회야호2",수온 (℃),6.5,6.6,8.8
"회야강","회야호2",카드뮴 Cd (㎎/ℓ),0.00000,0.00000,0.00000
"회야강","회야호2",시안 CN (㎎/ℓ),0.00,0.00,0.00
"회야강","회야호2",납 Pb (㎎/ℓ),0.00000,0.00033,0.00000
"회야강","회야호2",6가크롬 Cr6+ (㎎/ℓ),0.000,0.000,0.000
"회야강","회야호2",비소 As (㎎/ℓ),0.01300,0.00100,0.00119
"회야강","회야호2",수은 Hg (㎎/ℓ),0.0000000,0.0000000,0.0000000
"수어천","수어댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.7,1.1,1.3
"수어천","수어댐1",용존산소 DO (㎎/ℓ),9.7,10.7,11.6
"수어천","수어댐1",수온 (℃),7.2,8.8,8.9
"수어천","수어댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",시안 CN (㎎/ℓ),-,-,0.00
"수어천","수어댐1",납 Pb (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"수어천","수어댐1",비소 As (㎎/ℓ),-,-,0.00000
"수어천","수어댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"수어천","수어댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.7,1.3,1.4
"수어천","수어댐2",용존산소 DO (㎎/ℓ),8.2,10.7,11.1
"수어천","수어댐2",수온 (℃),7.1,8.8,8.3
"수어천","수어댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",시안 CN (㎎/ℓ),-,-,0.00
"수어천","수어댐2",납 Pb (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"수어천","수어댐2",비소 As (㎎/ℓ),-,-,0.00000
"수어천","수어댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐1",생물화학적산소요구량 BOD (㎎/ℓ),2.5,1.5,2.2
"탐진강","장흥댐1",용존산소 DO (㎎/ℓ),9.9,10.7,11.6
"탐진강","장흥댐1",수온 (℃),8.2,7.3,7.3
"탐진강","장흥댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐1",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐1",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.9,1.9,2.2
"탐진강","장흥댐2",용존산소 DO (㎎/ℓ),10.4,11.3,11.2
"탐진강","장흥댐2",수온 (℃),7.9,7.2,7.0
"탐진강","장흥댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐2",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐2",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐2",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐3",생물화학적산소요구량 BOD (㎎/ℓ),2.3,1.9,2.8
"탐진강","장흥댐3",용존산소 DO (㎎/ℓ),10.2,11.0,11.5
"탐진강","장흥댐3",수온 (℃),7.9,7.1,7.1
"탐진강","장흥댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐3",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐3",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐3",수은 Hg (㎎/ℓ),-,-,0.0000000
"탐진강","장흥댐4",생물화학적산소요구량 BOD (㎎/ℓ),2.3,2.1,2.7
"탐진강","장흥댐4",용존산소 DO (㎎/ℓ),10.0,10.7,11.4
"탐진강","장흥댐4",수온 (℃),8.0,7.2,7.2
"탐진강","장흥댐4",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",시안 CN (㎎/ℓ),-,-,0.00
"탐진강","장흥댐4",납 Pb (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"탐진강","장흥댐4",비소 As (㎎/ℓ),-,-,0.00000
"탐진강","장흥댐4",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","경포호1",생물화학적산소요구량 BOD (㎎/ℓ),1.3,3.6,2.1
"기타","경포호1",용존산소 DO (㎎/ℓ),11.8,10.4,10.3
"기타","경포호1",수온 (℃),4.6,8.6,11.0
"기타","경포호1",카드뮴 Cd (㎎/ℓ),-,-,0.00353
"기타","경포호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","경포호1",납 Pb (㎎/ℓ),-,-,0.00266
"기타","경포호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","경포호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","경포호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","경포호2",생물화학적산소요구량 BOD (㎎/ℓ),1.2,3.9,5.3
"기타","경포호2",용존산소 DO (㎎/ℓ),11.6,13.2,11.3
"기타","경포호2",수온 (℃),4.9,8.3,17.4
"기타","경포호2",카드뮴 Cd (㎎/ℓ),-,-,0.00219
"기타","경포호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","경포호2",납 Pb (㎎/ℓ),-,-,0.00580
"기타","경포호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","경포호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","경포호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호1",생물화학적산소요구량 BOD (㎎/ℓ),2.5,4.5,2.2
"기타","남양호1",용존산소 DO (㎎/ℓ),13.5,13.4,14.8
"기타","남양호1",수온 (℃),3.8,5.4,8.6
"기타","남양호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호2",생물화학적산소요구량 BOD (㎎/ℓ),4.3,7.9,11.4
"기타","남양호2",용존산소 DO (㎎/ℓ),12.2,13.8,15.5
"기타","남양호2",수온 (℃),3.9,5.4,9.4
"기타","남양호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","남양호3",생물화학적산소요구량 BOD (㎎/ℓ),2.1,3.9,4.3
"기타","남양호3",용존산소 DO (㎎/ℓ),10.1,10.1,9.6
"기타","남양호3",수온 (℃),5.9,4.3,10.1
"기타","남양호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","남양호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","남양호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","남양호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","남양호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","남양호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","광교지1",생물화학적산소요구량 BOD (㎎/ℓ),-,1.4,2.2
"기타","광교지1",용존산소 DO (㎎/ℓ),-,12.5,15.8
"기타","광교지1",수온 (℃),-,7.2,6.7
"기타","광교지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","광교지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","광교지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","광교지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","광교지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","광교지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","광교지2",생물화학적산소요구량 BOD (㎎/ℓ),-,1.3,1.9
"기타","광교지2",용존산소 DO (㎎/ℓ),-,12.3,15.8
"기타","광교지2",수온 (℃),-,7.1,7.5
"기타","광교지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","광교지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","광교지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","광교지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","광교지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","광교지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.5
"기타","원천지1",용존산소 DO (㎎/ℓ),-,-,14.2
"기타","원천지1",수온 (℃),-,-,7.3
"기타","원천지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.3
"기타","원천지2",용존산소 DO (㎎/ℓ),-,-,14.2
"기타","원천지2",수온 (℃),-,-,7.9
"기타","원천지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","원천지3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,1.3
"기타","원천지3",용존산소 DO (㎎/ℓ),-,-,14.0
"기타","원천지3",수온 (℃),-,-,9.0
"기타","원천지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","원천지3",시안 CN (㎎/ℓ),-,-,0.00
"기타","원천지3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","원천지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","원천지3",비소 As (㎎/ℓ),-,-,0.00000
"기타","원천지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호1",생물화학적산소요구량 BOD (㎎/ℓ),3.8,3.5,6.2
"기타","서호1",용존산소 DO (㎎/ℓ),12.9,12.5,15.5
"기타","서호1",수온 (℃),4.0,6.3,8.9
"기타","서호1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호1",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호1",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호2",생물화학적산소요구량 BOD (㎎/ℓ),3.3,3.0,5.3
"기타","서호2",용존산소 DO (㎎/ℓ),12.8,12.3,15.0
"기타","서호2",수온 (℃),4.6,6.8,9.3
"기타","서호2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호2",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호2",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","서호3",생물화학적산소요구량 BOD (㎎/ℓ),2.7,3.2,3.0
"기타","서호3",용존산소 DO (㎎/ℓ),12.2,12.0,13.9
"기타","서호3",수온 (℃),7.6,8.0,11.7
"기타","서호3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","서호3",시안 CN (㎎/ℓ),-,-,0.00
"기타","서호3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","서호3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","서호3",비소 As (㎎/ℓ),-,-,0.00000
"기타","서호3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지1",생물화학적산소요구량 BOD (㎎/ℓ),-,3.0,1.6
"기타","신갈지1",용존산소 DO (㎎/ℓ),-,12.6,13.2
"기타","신갈지1",수온 (℃),-,7.1,11.6
"기타","신갈지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지1",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지1",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지2",생물화학적산소요구량 BOD (㎎/ℓ),-,2.4,3.9
"기타","신갈지2",용존산소 DO (㎎/ℓ),-,12.4,14.1
"기타","신갈지2",수온 (℃),-,6.4,11.3
"기타","신갈지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지2",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지2",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지2",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","신갈지3",생물화학적산소요구량 BOD (㎎/ℓ),-,7.2,4.1
"기타","신갈지3",용존산소 DO (㎎/ℓ),-,12.5,11.9
"기타","신갈지3",수온 (℃),-,9.7,14.2
"기타","신갈지3",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","신갈지3",시안 CN (㎎/ℓ),-,-,0.00
"기타","신갈지3",납 Pb (㎎/ℓ),-,-,0.00000
"기타","신갈지3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","신갈지3",비소 As (㎎/ℓ),-,-,0.00000
"기타","신갈지3",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","연초댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.5,1.6
"기타","연초댐1",용존산소 DO (㎎/ℓ),13.3,11.3,10.3
"기타","연초댐1",수온 (℃),7.5,9.2,8.4
"기타","연초댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","연초댐1",시안 CN (㎎/ℓ),-,-,0.00
"기타","연초댐1",납 Pb (㎎/ℓ),-,-,0.00000
"기타","연초댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","연초댐1",비소 As (㎎/ℓ),-,-,0.00000
"기타","연초댐1",수은 Hg (㎎/ℓ),-,-,0.0000000
"기타","연초댐2",생물화학적산소요구량 BOD (㎎/ℓ),2.1,1.7,1.8
"기타","연초댐2",용존산소 DO (㎎/ℓ),13.3,11.4,10.6
"기타","연초댐2",수온 (℃),7.8,8.0,8.8
"기타","연초댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000
"기타","연초댐2",시안 CN (㎎/ℓ),-,-,0.00
"기타","연초댐2",납 Pb (㎎/ℓ),-,-,0.00000
"기타","연초댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000
"기타","연초댐2",비소 As (㎎/ℓ),-,-,0.00000
