"수계별(1)","수계별(2)",항목,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12
"낙동강","낙동강하구언2",생물화학적산소요구량 BOD (㎎/ℓ),2.4,2.3,2.0,2.3,3.3,2.2,2.4,2.2,2.0
"낙동강","낙동강하구언2",용존산소 DO (㎎/ℓ),11.3,9.3,9.5,8.2,12.8,8.6,8.9,10.4,11.2
"낙동강","낙동강하구언2",수온 (℃),12.2,19.8,22.0,24.3,30.0,26.8,19.3,17.6,8.9
"낙동강","낙동강하구언2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","낙동강하구언2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","낙동강하구언2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","낙동강하구언3",생물화학적산소요구량 BOD (㎎/ℓ),1.9,2.4,2.3,2.4,2.4,2.0,2.3,1.9,2.2
"낙동강","낙동강하구언3",용존산소 DO (㎎/ℓ),10.8,9.2,9.9,7.3,12.4,9.2,9.5,11.6,11.6
"낙동강","낙동강하구언3",수온 (℃),12.3,20.4,22.8,24.1,29.4,27.0,19.2,17.0,9.3
"낙동강","낙동강하구언3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","낙동강하구언3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","낙동강하구언3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","낙동강하구언3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","운문댐1",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.5,1.4,1.5,2.0,1.9,1.6,1.5,1.5
"낙동강","운문댐1",용존산소 DO (㎎/ℓ),11.4,10.1,8.7,7.3,5.9,4.8,5.3,5.8,7.2
"낙동강","운문댐1",수온 (℃),6.7,8.9,10.6,11.9,14.1,14.8,13.4,12.0,9.1
"낙동강","운문댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","운문댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","운문댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","운문댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.6,1.3,1.5,2.0,1.9,1.8,1.7,1.5
"낙동강","운문댐2",용존산소 DO (㎎/ℓ),11.7,10.0,8.3,6.0,6.7,5.8,6.6,6.3,8.6
"낙동강","운문댐2",수온 (℃),7.4,9.8,11.6,13.5,13.7,14.5,13.8,12.8,9.5
"낙동강","운문댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","운문댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","운문댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","운문댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","밀양댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.7,0.8,0.6,1.4,1.2,0.5,1.0,1.4
"낙동강","밀양댐1",용존산소 DO (㎎/ℓ),10.8,9.9,9.5,9.0,8.7,8.1,7.7,8.0,7.1
"낙동강","밀양댐1",수온 (℃),8.0,10.5,11.4,11.7,16.9,16.2,14.4,12.4,9.4
"낙동강","밀양댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","밀양댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","밀양댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","밀양댐2",생물화학적산소요구량 BOD (㎎/ℓ),0.7,0.9,1.1,0.8,0.6,1.3,0.4,0.9,1.5
"낙동강","밀양댐2",용존산소 DO (㎎/ℓ),10.3,9.6,9.0,8.3,8.2,8.3,7.9,7.0,8.5
"낙동강","밀양댐2",수온 (℃),7.9,10.3,12.1,11.6,14.4,14.3,14.7,11.4,10.6
"낙동강","밀양댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"낙동강","밀양댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"낙동강","밀양댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"낙동강","밀양댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"낙동강","김천부항댐",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,1.7,1.4,1.9,1.4,0.8,0.6
"낙동강","김천부항댐",용존산소 DO (㎎/ℓ),-,-,-,10.1,8.5,8.8,7.8,7.4,8.2
"낙동강","김천부항댐",수온 (℃),-,-,-,12.6,16.2,18.2,15.5,15.7,10.3
"낙동강","김천부항댐",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","김천부항댐",시안 CN (㎎/ℓ),-,-,-,-,-,0.00,-,-,0.00
"낙동강","김천부항댐",납 Pb (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","김천부항댐",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,0.003,-,-,0.000
"낙동강","김천부항댐",비소 As (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","김천부항댐",수은 Hg (㎎/ℓ),-,-,-,-,-,0.0000000,-,-,0.0000000
"낙동강","보현산댐",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,1.2,1.5,0.8,1.0,0.5,1.1
"낙동강","보현산댐",용존산소 DO (㎎/ℓ),-,-,-,6.6,5.3,5.2,7.4,8.1,10.1
"낙동강","보현산댐",수온 (℃),-,-,-,22.8,25.0,23.6,20.4,18.3,9.9
"낙동강","보현산댐",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","보현산댐",시안 CN (㎎/ℓ),-,-,-,-,-,0.00,-,-,0.00
"낙동강","보현산댐",납 Pb (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","보현산댐",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,0.000,-,-,0.000
"낙동강","보현산댐",비소 As (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","보현산댐",수은 Hg (㎎/ℓ),-,-,-,-,-,0.0000000,-,-,0.0000000
"낙동강","영주댐1",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,3.4,2.8,2.3,1.4,1.1,0.9
"낙동강","영주댐1",용존산소 DO (㎎/ℓ),-,-,-,8.8,8.9,9.4,7.0,6.6,9.7
"낙동강","영주댐1",수온 (℃),-,-,-,25.0,29.4,24.3,19.0,17.6,9.3
"낙동강","영주댐1",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐1",시안 CN (㎎/ℓ),-,-,-,-,-,-,-,-,0.00
"낙동강","영주댐1",납 Pb (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,-,-,-,0.000
"낙동강","영주댐1",비소 As (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐1",수은 Hg (㎎/ℓ),-,-,-,-,-,-,-,-,0.0000000
"낙동강","영주댐2",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,1.9,3.5,2.3,3.2,2.6,1.0
"낙동강","영주댐2",용존산소 DO (㎎/ℓ),-,-,-,8.0,7.4,8.9,9.1,6.2,9.5
"낙동강","영주댐2",수온 (℃),-,-,-,23.0,28.5,24.0,17.7,17.3,8.6
"낙동강","영주댐2",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐2",시안 CN (㎎/ℓ),-,-,-,-,-,-,-,-,0.00
"낙동강","영주댐2",납 Pb (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,-,-,-,0.000
"낙동강","영주댐2",비소 As (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐2",수은 Hg (㎎/ℓ),-,-,-,-,-,-,-,-,0.0000000
"낙동강","영주댐3",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,5.2,5.8,1.4,2.5,2.1,1.6
"낙동강","영주댐3",용존산소 DO (㎎/ℓ),-,-,-,11.8,7.1,8.6,8.0,9.9,13.4
"낙동강","영주댐3",수온 (℃),-,-,-,26.2,24.3,22.9,18.1,15.4,4.6
"낙동강","영주댐3",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐3",시안 CN (㎎/ℓ),-,-,-,-,-,-,-,-,0.00
"낙동강","영주댐3",납 Pb (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,-,-,-,0.000
"낙동강","영주댐3",비소 As (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐3",수은 Hg (㎎/ℓ),-,-,-,-,-,-,-,-,0.0000000
"낙동강","영주댐4",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,0.1,0.8,0.2,0.8,0.3,0.7
"낙동강","영주댐4",용존산소 DO (㎎/ℓ),-,-,-,8.2,8.4,8.5,8.1,10.2,12.3
"낙동강","영주댐4",수온 (℃),-,-,-,23.0,28.1,23.4,16.8,14.7,5.2
"낙동강","영주댐4",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐4",시안 CN (㎎/ℓ),-,-,-,-,-,-,-,-,0.00
"낙동강","영주댐4",납 Pb (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐4",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,-,-,-,0.000
"낙동강","영주댐4",비소 As (㎎/ℓ),-,-,-,-,-,-,-,-,0.00000
"낙동강","영주댐4",수은 Hg (㎎/ℓ),-,-,-,-,-,-,-,-,0.0000000
"낙동강","성덕댐",생물화학적산소요구량 BOD (㎎/ℓ),-,-,-,0.9,1.9,2.0,1.0,0.4,0.3
"낙동강","성덕댐",용존산소 DO (㎎/ℓ),-,-,-,7.9,7.3,5.4,5.6,5.9,8.6
"낙동강","성덕댐",수온 (℃),-,-,-,16.7,21.4,21.7,18.3,15.9,11.0
"낙동강","성덕댐",카드뮴 Cd (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","성덕댐",시안 CN (㎎/ℓ),-,-,-,-,-,0.00,-,-,0.00
"낙동강","성덕댐",납 Pb (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","성덕댐",6가크롬 Cr6+ (㎎/ℓ),-,-,-,-,-,0.000,-,-,0.000
"낙동강","성덕댐",비소 As (㎎/ℓ),-,-,-,-,-,0.00000,-,-,0.00000
"낙동강","성덕댐",수은 Hg (㎎/ℓ),-,-,-,-,-,0.0000000,-,-,0.0000000
"금강","대청댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.6,1.1,1.0,1.2,0.9,0.8,0.9,0.9,0.7
"금강","대청댐1",용존산소 DO (㎎/ℓ),12.4,11.6,11.2,8.0,5.1,6.6,8.1,9.4,9.5
"금강","대청댐1",수온 (℃),8.4,11.5,15.0,21.1,25.1,24.8,21.3,17.3,12.1
"금강","대청댐1",카드뮴 Cd (㎎/ℓ),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"금강","대청댐1",시안 CN (㎎/ℓ),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"금강","대청댐1",납 Pb (㎎/ℓ),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"금강","대청댐1",6가크롬 Cr6+ (㎎/ℓ),0.000,0.000,0.000,0.000,0.000,0.000,-,0.000,0.000
"금강","대청댐1",비소 As (㎎/ℓ),0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"금강","대청댐1",수은 Hg (㎎/ℓ),0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
"금강","대청댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.4,1.5,1.2,1.0,0.7,1.5,0.7,1.3
"금강","대청댐2",용존산소 DO (㎎/ℓ),12.1,11.3,9.7,8.1,7.0,5.5,5.0,4.8,5.4
"금강","대청댐2",수온 (℃),4.6,7.5,8.4,9.8,10.9,11.8,14.2,13.3,9.2
"금강","대청댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","대청댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","대청댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","대청댐3",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.3,1.4,1.3,1.1,0.7,1.4,0.7,1.1
"금강","대청댐3",용존산소 DO (㎎/ℓ),12.8,12.7,12.4,11.2,8.4,5.1,4.1,10.3,8.7
"금강","대청댐3",수온 (℃),6.6,10.5,16.9,21.9,24.7,24.4,20.6,16.3,10.9
"금강","대청댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","대청댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","대청댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","대청댐4",생물화학적산소요구량 BOD (㎎/ℓ),1.7,1.6,1.6,1.4,1.1,0.9,1.6,0.8,1.3
"금강","대청댐4",용존산소 DO (㎎/ℓ),12.4,8.0,3.8,2.9,6.5,7.5,8.6,10.2,10.7
"금강","대청댐4",수온 (℃),8.1,11.5,14.7,22.0,22.9,23.6,19.7,15.1,8.7
"금강","대청댐4",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐4",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","대청댐4",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐4",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","대청댐4",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐4",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","대청댐5",생물화학적산소요구량 BOD (㎎/ℓ),1.3,1.7,1.6,1.3,0.9,0.9,1.1,0.8,1.1
"금강","대청댐5",용존산소 DO (㎎/ℓ),13.0,11.2,8.5,6.6,3.0,3.1,6.3,6.9,9.2
"금강","대청댐5",수온 (℃),5.8,7.8,9.6,13.1,16.7,17.8,15.8,15.4,10.6
"금강","대청댐5",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐5",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","대청댐5",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐5",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","대청댐5",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐5",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","대청댐6",생물화학적산소요구량 BOD (㎎/ℓ),1.0,1.9,1.5,1.1,1.0,1.0,0.8,0.7,1.2
"금강","대청댐6",용존산소 DO (㎎/ℓ),13.0,10.6,6.2,2.4,3.8,4.6,7.2,8.9,9.4
"금강","대청댐6",수온 (℃),6.2,9.0,10.7,16.5,18.2,19.9,19.2,16.0,10.3
"금강","대청댐6",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐6",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","대청댐6",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐6",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","대청댐6",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","대청댐6",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","용담댐1",생물화학적산소요구량 BOD (㎎/ℓ),0.8,0.7,0.8,0.7,1.2,0.6,0.8,0.8,0.5
"금강","용담댐1",용존산소 DO (㎎/ℓ),10.8,9.4,9.6,8.4,8.2,8.5,7.8,8.1,7.5
"금강","용담댐1",수온 (℃),6.7,10.6,9.7,11.3,13.7,12.8,11.4,10.1,8.6
"금강","용담댐1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","용담댐1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","용담댐1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","용담댐2",생물화학적산소요구량 BOD (㎎/ℓ),1.0,0.7,0.8,0.8,1.0,0.6,0.9,0.9,0.5
"금강","용담댐2",용존산소 DO (㎎/ℓ),11.0,9.9,9.8,8.9,7.9,8.5,8.6,7.6,7.1
"금강","용담댐2",수온 (℃),6.9,9.3,11.3,11.8,14.3,13.2,11.8,10.2,8.0
"금강","용담댐2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","용담댐2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","용담댐2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","용담댐3",생물화학적산소요구량 BOD (㎎/ℓ),0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4,0.6
"금강","용담댐3",용존산소 DO (㎎/ℓ),11.0,10.3,9.5,8.8,8.0,8.1,8.3,6.7,8.7
"금강","용담댐3",수온 (℃),7.2,9.9,12.2,13.0,14.6,13.9,11.9,11.0,10.0
"금강","용담댐3",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐3",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","용담댐3",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐3",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","용담댐3",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐3",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","용담댐4",생물화학적산소요구량 BOD (㎎/ℓ),1.1,1.0,1.1,1.3,1.4,1.0,1.3,0.8,0.8
"금강","용담댐4",용존산소 DO (㎎/ℓ),11.0,9.8,8.2,6.3,6.3,6.3,7.2,7.0,9.8
"금강","용담댐4",수온 (℃),8.1,10.3,12.1,12.2,16.3,14.7,16.4,14.4,10.8
"금강","용담댐4",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐4",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","용담댐4",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐4",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","용담댐4",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","용담댐4",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","탑정지1",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.2,1.9,2.9,2.5,2.4,-,-,1.7
"금강","탑정지1",용존산소 DO (㎎/ℓ),11.1,11.7,10.6,7.5,6.8,7.9,-,-,11.5
"금강","탑정지1",수온 (℃),12.9,16.4,22.9,25.4,28.4,24.1,-,-,6.2
"금강","탑정지1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","탑정지1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","탑정지1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","탑정지2",생물화학적산소요구량 BOD (㎎/ℓ),0.9,1.1,1.6,4.7,2.5,3.3,-,-,1.7
"금강","탑정지2",용존산소 DO (㎎/ℓ),11.0,11.2,10.3,10.5,9.6,9.0,-,-,11.5
"금강","탑정지2",수온 (℃),13.3,17.6,23.2,28.1,30.1,24.4,-,-,5.6
"금강","탑정지2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","탑정지2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","탑정지2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","탑정지2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","금강하구언1",생물화학적산소요구량 BOD (㎎/ℓ),2.6,2.7,2.8,10.3,2.9,3.1,-,-,2.8
"금강","금강하구언1",용존산소 DO (㎎/ℓ),10.8,9.5,10.4,13.8,7.3,10.5,-,-,8.8
"금강","금강하구언1",수온 (℃),17.0,21.6,25.3,28.4,29.0,20.3,-,-,5.4
"금강","금강하구언1",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언1",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","금강하구언1",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언1",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","금강하구언1",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언1",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","금강하구언2",생물화학적산소요구량 BOD (㎎/ℓ),3.1,3.3,3.8,4.0,3.8,2.9,-,-,3.7
"금강","금강하구언2",용존산소 DO (㎎/ℓ),11.1,9.4,13.5,11.0,8.1,11.8,-,-,9.3
"금강","금강하구언2",수온 (℃),17.0,21.5,25.3,28.4,29.0,20.6,-,-,5.1
"금강","금강하구언2",카드뮴 Cd (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언2",시안 CN (㎎/ℓ),-,-,0.00,-,-,0.00,-,-,0.00
"금강","금강하구언2",납 Pb (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언2",6가크롬 Cr6+ (㎎/ℓ),-,-,0.000,-,-,0.000,-,-,0.000
"금강","금강하구언2",비소 As (㎎/ℓ),-,-,0.00000,-,-,0.00000,-,-,0.00000
"금강","금강하구언2",수은 Hg (㎎/ℓ),-,-,0.0000000,-,-,0.0000000,-,-,0.0000000
"금강","금강하구언3",생물화학적산소요구량 BOD (㎎/ℓ),4.2,2.5,3.0,10.6,3.8,2.7,-,-,3.6
"금강","금강하구언3",용존산소 DO (㎎/ℓ),11.2,8.5,11.6,11.0,8.4,11.1,-,-,9.8
"금강","금강하구언3",수온 (℃),17.4,21.4,25.3,28.3,28.6,20.0,-,-,5.2
