강명,항목,월,2019,2020
영산강,납 Pb (㎎/ℓ),07,0.0,0.0
영산강,납 Pb (㎎/ℓ),08,0.0,0.0
영산강,납 Pb (㎎/ℓ),09,0.0,0.0
영산강,납 Pb (㎎/ℓ),10,0.0,0.0
영산강,납 Pb (㎎/ℓ),11,0.0,0.0
영산강,납 Pb (㎎/ℓ),12,0.0,0.0
영산강,비소 As (㎎/ℓ),01,0.0,0.0
영산강,비소 As (㎎/ℓ),02,0.0,0.0
영산강,비소 As (㎎/ℓ),03,0.0,0.0
영산강,비소 As (㎎/ℓ),04,0.0,0.0
영산강,비소 As (㎎/ℓ),05,0.0,0.0
영산강,비소 As (㎎/ℓ),06,0.0,0.0
영산강,비소 As (㎎/ℓ),07,0.0,0.0
영산강,비소 As (㎎/ℓ),08,0.0,0.0
영산강,비소 As (㎎/ℓ),09,0.0,0.0
영산강,비소 As (㎎/ℓ),10,0.0,0.0
영산강,비소 As (㎎/ℓ),11,0.0,0.0
영산강,비소 As (㎎/ℓ),12,0.0,0.0
영산강,생물화학적산소요구량 BOD (㎎/ℓ),01,1.1,0.75555557
영산강,생물화학적산소요구량 BOD (㎎/ℓ),02,0.8055556,0.73333335
영산강,생물화학적산소요구량 BOD (㎎/ℓ),03,1.0277778,1.1
영산강,생물화학적산소요구량 BOD (㎎/ℓ),04,1.2722223,1.15
영산강,생물화학적산소요구량 BOD (㎎/ℓ),05,0.7,1.2722223
영산강,생물화학적산소요구량 BOD (㎎/ℓ),06,1.1888889,1.6055555
영산강,생물화학적산소요구량 BOD (㎎/ℓ),07,1.8,1.7222222
영산강,생물화학적산소요구량 BOD (㎎/ℓ),08,1.1166667,2.1444445
영산강,생물화학적산소요구량 BOD (㎎/ℓ),09,1.9,1.45
영산강,생물화학적산소요구량 BOD (㎎/ℓ),10,1.4722222,0.98888886
영산강,생물화학적산소요구량 BOD (㎎/ℓ),11,1.4111111,1.5944444
영산강,생물화학적산소요구량 BOD (㎎/ℓ),12,0.81666666,1.4
영산강,수온 (℃),01,3.9277778,5.322222
영산강,수온 (℃),02,3.4055555,4.55
영산강,수온 (℃),03,7.65,7.927778
영산강,수온 (℃),04,10.633333,12.011111
영산강,수온 (℃),05,17.994444,16.744444
영산강,수온 (℃),06,19.666666,20.722221
영산강,수온 (℃),07,21.338888,21.516666
영산강,수온 (℃),08,25.98889,15.7
영산강,수온 (℃),09,23.51111,20.588888
영산강,수온 (℃),10,19.505556,18.433332
영산강,수온 (℃),11,14.611111,13.661111
영산강,수온 (℃),12,8.327778,8.933333
영산강,수은 Hg (㎎/ℓ),01,0.0,0.0
영산강,수은 Hg (㎎/ℓ),02,0.0,0.0
영산강,수은 Hg (㎎/ℓ),03,0.0,0.0
영산강,수은 Hg (㎎/ℓ),04,0.0,0.0
영산강,수은 Hg (㎎/ℓ),05,0.0,0.0
영산강,수은 Hg (㎎/ℓ),06,0.0,0.0
영산강,수은 Hg (㎎/ℓ),07,0.0,0.0
영산강,수은 Hg (㎎/ℓ),08,0.0,0.0
영산강,수은 Hg (㎎/ℓ),09,0.0,0.0
영산강,수은 Hg (㎎/ℓ),10,0.0,0.0
영산강,수은 Hg (㎎/ℓ),11,0.0,0.0
영산강,수은 Hg (㎎/ℓ),12,0.0,0.0
영산강,시안 CN (㎎/ℓ),01,0.0,0.0
영산강,시안 CN (㎎/ℓ),02,0.0,0.0
영산강,시안 CN (㎎/ℓ),03,0.0,0.0
영산강,시안 CN (㎎/ℓ),04,0.0,0.0
영산강,시안 CN (㎎/ℓ),05,0.0,0.0
영산강,시안 CN (㎎/ℓ),06,0.0,0.0
영산강,시안 CN (㎎/ℓ),07,0.0,0.0
영산강,시안 CN (㎎/ℓ),08,0.0,0.0
영산강,시안 CN (㎎/ℓ),09,0.0,0.0
영산강,시안 CN (㎎/ℓ),10,0.0,0.0
영산강,시안 CN (㎎/ℓ),11,0.0,0.0
영산강,시안 CN (㎎/ℓ),12,0.0,0.0
영산강,용존산소 DO (㎎/ℓ),01,13.461111,12.816667
영산강,용존산소 DO (㎎/ℓ),02,13.155556,13.461111
영산강,용존산소 DO (㎎/ℓ),03,12.877778,12.955556
영산강,용존산소 DO (㎎/ℓ),04,11.283334,10.822222
영산강,용존산소 DO (㎎/ℓ),05,9.988889,10.161111
영산강,용존산소 DO (㎎/ℓ),06,8.5222225,8.411111
영산강,용존산소 DO (㎎/ℓ),07,8.388889,8.027778
영산강,용존산소 DO (㎎/ℓ),08,7.1555557,9.838889
영산강,용존산소 DO (㎎/ℓ),09,7.616667,6.4888887
영산강,용존산소 DO (㎎/ℓ),10,9.055555,8.9
영산강,용존산소 DO (㎎/ℓ),11,10.088889,9.105556
영산강,용존산소 DO (㎎/ℓ),12,12.616667,11.427778
영산강,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
영산강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
탐진강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
탐진강,납 Pb (㎎/ℓ),01,0.0,0.0
탐진강,납 Pb (㎎/ℓ),02,0.0,0.0
탐진강,납 Pb (㎎/ℓ),03,0.0,0.0
탐진강,납 Pb (㎎/ℓ),04,0.0,0.0
탐진강,납 Pb (㎎/ℓ),05,0.0,0.0
탐진강,납 Pb (㎎/ℓ),06,0.0,0.0
탐진강,납 Pb (㎎/ℓ),07,0.0,0.0
탐진강,납 Pb (㎎/ℓ),08,0.0,0.0
탐진강,납 Pb (㎎/ℓ),09,0.0,0.0
탐진강,납 Pb (㎎/ℓ),10,0.0,0.0
탐진강,납 Pb (㎎/ℓ),11,0.0,0.0
탐진강,납 Pb (㎎/ℓ),12,0.0,0.0
탐진강,비소 As (㎎/ℓ),01,0.0,0.0
탐진강,비소 As (㎎/ℓ),02,0.0,0.0
탐진강,비소 As (㎎/ℓ),03,0.0,0.0
탐진강,비소 As (㎎/ℓ),04,0.0,0.0
탐진강,비소 As (㎎/ℓ),05,0.0,0.0
탐진강,비소 As (㎎/ℓ),06,0.0,0.0
탐진강,비소 As (㎎/ℓ),07,0.0,0.0
탐진강,비소 As (㎎/ℓ),08,0.0,0.0
탐진강,비소 As (㎎/ℓ),09,0.0,0.0
탐진강,비소 As (㎎/ℓ),10,0.0,0.0
탐진강,비소 As (㎎/ℓ),11,0.0,0.0
탐진강,비소 As (㎎/ℓ),12,0.0,0.0
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),01,2.025,2.5
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),02,2.5,1.85
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),03,2.125,2.475
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),04,2.425,2.6
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),05,1.975,1.975
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),06,2.1,2.65
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),07,2.575,0.4
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),08,2.425,2.975
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),09,2.225,1.075
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),10,2.175,1.0
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),11,2.4,1.25
탐진강,생물화학적산소요구량 BOD (㎎/ℓ),12,1.75,1.425
탐진강,수온 (℃),01,6.825,8.0
탐진강,수온 (℃),02,5.375,7.2
탐진강,수온 (℃),03,6.625,7.15
탐진강,수온 (℃),04,9.025,9.425
탐진강,수온 (℃),05,13.875,12.75
탐진강,수온 (℃),06,16.4,16.075
탐진강,수온 (℃),07,18.05,16.275
탐진강,수온 (℃),08,20.175,27.4
탐진강,수온 (℃),09,20.025,22.55
탐진강,수온 (℃),10,19.125,18.925
탐진강,수온 (℃),11,17.4,14.375
탐진강,수온 (℃),12,11.6,10.575
탐진강,수은 Hg (㎎/ℓ),01,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),02,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),03,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),04,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),05,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),06,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),07,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),08,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),09,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),10,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),11,0.0,0.0
탐진강,수은 Hg (㎎/ℓ),12,0.0,0.0
탐진강,시안 CN (㎎/ℓ),01,0.0,0.0
탐진강,시안 CN (㎎/ℓ),02,0.0,0.0
탐진강,시안 CN (㎎/ℓ),03,0.0,0.0
탐진강,시안 CN (㎎/ℓ),04,0.0,0.0
탐진강,시안 CN (㎎/ℓ),05,0.0,0.0
탐진강,시안 CN (㎎/ℓ),06,0.0,0.0
탐진강,시안 CN (㎎/ℓ),07,0.0,0.0
탐진강,시안 CN (㎎/ℓ),08,0.0,0.0
탐진강,시안 CN (㎎/ℓ),09,0.0,0.0
탐진강,시안 CN (㎎/ℓ),10,0.0,0.0
탐진강,시안 CN (㎎/ℓ),11,0.0,0.0
탐진강,시안 CN (㎎/ℓ),12,0.0,0.0
탐진강,용존산소 DO (㎎/ℓ),01,10.3,10.125
탐진강,용존산소 DO (㎎/ℓ),02,11.625,10.925
탐진강,용존산소 DO (㎎/ℓ),03,11.9,11.425
탐진강,용존산소 DO (㎎/ℓ),04,11.4,11.575
탐진강,용존산소 DO (㎎/ℓ),05,10.25,10.825
탐진강,용존산소 DO (㎎/ℓ),06,13.55,10.225
탐진강,용존산소 DO (㎎/ℓ),07,6.95,6.825
탐진강,용존산소 DO (㎎/ℓ),08,5.975,9.775
탐진강,용존산소 DO (㎎/ℓ),09,6.2,7.1
탐진강,용존산소 DO (㎎/ℓ),10,6.35,6.55
탐진강,용존산소 DO (㎎/ℓ),11,7.4,8.2
탐진강,용존산소 DO (㎎/ℓ),12,8.65,9.675
탐진강,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
탐진강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),09,0.0005,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
태화강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
태화강,납 Pb (㎎/ℓ),01,0.0,0.0
태화강,납 Pb (㎎/ℓ),02,0.0,0.0
태화강,납 Pb (㎎/ℓ),03,0.0,0.0
태화강,납 Pb (㎎/ℓ),04,0.0,0.0
태화강,납 Pb (㎎/ℓ),05,0.0,0.0
태화강,납 Pb (㎎/ℓ),06,0.0,0.0
태화강,납 Pb (㎎/ℓ),07,0.0,0.0
태화강,납 Pb (㎎/ℓ),08,0.0,0.0
태화강,납 Pb (㎎/ℓ),09,0.0,0.0
태화강,납 Pb (㎎/ℓ),10,0.0,0.0
태화강,납 Pb (㎎/ℓ),11,0.0,0.0
태화강,납 Pb (㎎/ℓ),12,0.0,0.0
태화강,비소 As (㎎/ℓ),01,0.0,0.0
태화강,비소 As (㎎/ℓ),02,0.0,0.0
태화강,비소 As (㎎/ℓ),03,0.0,0.0
태화강,비소 As (㎎/ℓ),04,0.0,0.0
태화강,비소 As (㎎/ℓ),05,0.0,0.0
태화강,비소 As (㎎/ℓ),06,0.0,0.0
태화강,비소 As (㎎/ℓ),07,0.0,0.0
태화강,비소 As (㎎/ℓ),08,0.0,0.0
태화강,비소 As (㎎/ℓ),09,0.0,0.0
태화강,비소 As (㎎/ℓ),10,0.0,0.0
태화강,비소 As (㎎/ℓ),11,0.0,0.0
태화강,비소 As (㎎/ℓ),12,0.0,0.0
태화강,생물화학적산소요구량 BOD (㎎/ℓ),01,0.95,1.1166667
태화강,생물화학적산소요구량 BOD (㎎/ℓ),02,1.05,1.05
태화강,생물화학적산소요구량 BOD (㎎/ℓ),03,0.96666664,0.8833333
태화강,생물화학적산소요구량 BOD (㎎/ℓ),04,0.9,0.71666664
태화강,생물화학적산소요구량 BOD (㎎/ℓ),05,1.4333333,1.3166667
태화강,생물화학적산소요구량 BOD (㎎/ℓ),06,1.1666666,0.0
태화강,생물화학적산소요구량 BOD (㎎/ℓ),07,1.1666666,1.1833333
태화강,생물화학적산소요구량 BOD (㎎/ℓ),08,1.2833333,1.2833333
태화강,생물화학적산소요구량 BOD (㎎/ℓ),09,1.2666667,1.1
태화강,생물화학적산소요구량 BOD (㎎/ℓ),10,1.0166667,1.15
태화강,생물화학적산소요구량 BOD (㎎/ℓ),11,0.85,0.8833333
태화강,생물화학적산소요구량 BOD (㎎/ℓ),12,0.95,0.95
태화강,수온 (℃),01,4.4166665,6.2166667
태화강,수온 (℃),02,4.75,6.2
태화강,수온 (℃),03,6.2166667,7.0666666
태화강,수온 (℃),04,9.566667,10.916667
태화강,수온 (℃),05,13.483334,13.183333
태화강,수온 (℃),06,17.783333,0.0
태화강,수온 (℃),07,18.716667,17.583334
태화강,수온 (℃),08,23.05,23.533333
태화강,수온 (℃),09,23.383333,18.266666
태화강,수온 (℃),10,19.566668,15.833333
태화강,수온 (℃),11,16.766666,10.683333
태화강,수온 (℃),12,11.9,5.2166667
태화강,수은 Hg (㎎/ℓ),01,0.0,0.0
태화강,수은 Hg (㎎/ℓ),02,0.0,0.0
태화강,수은 Hg (㎎/ℓ),03,0.0,0.0
태화강,수은 Hg (㎎/ℓ),04,0.0,0.0
태화강,수은 Hg (㎎/ℓ),05,0.0,0.0
태화강,수은 Hg (㎎/ℓ),06,0.0,0.0
태화강,수은 Hg (㎎/ℓ),07,0.0,0.0
태화강,수은 Hg (㎎/ℓ),08,0.0,0.0
태화강,수은 Hg (㎎/ℓ),09,0.0,0.0
태화강,수은 Hg (㎎/ℓ),10,0.0,0.0
태화강,수은 Hg (㎎/ℓ),11,0.0,0.0
태화강,수은 Hg (㎎/ℓ),12,0.0,0.0
태화강,시안 CN (㎎/ℓ),01,0.0,0.0
태화강,시안 CN (㎎/ℓ),02,0.0,0.0
태화강,시안 CN (㎎/ℓ),03,0.0,0.0
태화강,시안 CN (㎎/ℓ),04,0.0,0.0
태화강,시안 CN (㎎/ℓ),05,0.0,0.0
태화강,시안 CN (㎎/ℓ),06,0.0,0.0
태화강,시안 CN (㎎/ℓ),07,0.0,0.0
태화강,시안 CN (㎎/ℓ),08,0.0,0.0
태화강,시안 CN (㎎/ℓ),09,0.0,0.0
태화강,시안 CN (㎎/ℓ),10,0.0,0.0
태화강,시안 CN (㎎/ℓ),11,0.0,0.0
태화강,시안 CN (㎎/ℓ),12,0.0,0.0
태화강,용존산소 DO (㎎/ℓ),01,11.333333,10.833333
태화강,용존산소 DO (㎎/ℓ),02,12.366667,10.883333
태화강,용존산소 DO (㎎/ℓ),03,11.233334,10.85
태화강,용존산소 DO (㎎/ℓ),04,9.466666,8.2
태화강,용존산소 DO (㎎/ℓ),05,7.9333334,6.6833334
태화강,용존산소 DO (㎎/ℓ),06,6.233333,0.0
태화강,용존산소 DO (㎎/ℓ),07,4.883333,6.9166665
태화강,용존산소 DO (㎎/ℓ),08,4.9333334,6.4333334
태화강,용존산소 DO (㎎/ℓ),09,4.9333334,5.983333
태화강,용존산소 DO (㎎/ℓ),10,5.7833333,7.65
태화강,용존산소 DO (㎎/ℓ),11,5.5,8.866667
태화강,용존산소 DO (㎎/ℓ),12,7.9333334,11.4
태화강,카드뮴 Cd (㎎/ℓ),01,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),03,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),04,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),05,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),06,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),07,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),09,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),10,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),11,0.0,0.0
태화강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
한강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
한강,납 Pb (㎎/ℓ),01,5.7142856e-06,0.00013942856
한강,납 Pb (㎎/ℓ),02,8.571428e-06,7.5714284e-05
한강,납 Pb (㎎/ℓ),03,0.00065028574,0.001572
한강,납 Pb (㎎/ℓ),04,0.000522,3.5142857e-05
한강,납 Pb (㎎/ℓ),05,2e-06,2.1142858e-05
한강,납 Pb (㎎/ℓ),06,0.00031542857,0.00016342857
한강,납 Pb (㎎/ℓ),07,0.0,5.2285715e-05
한강,납 Pb (㎎/ℓ),08,0.0,0.0
한강,납 Pb (㎎/ℓ),09,0.00027285714,0.0
한강,납 Pb (㎎/ℓ),10,7.514286e-05,0.0
한강,납 Pb (㎎/ℓ),11,8.857143e-06,0.000148
한강,납 Pb (㎎/ℓ),12,0.0009182857,0.000738
한강,비소 As (㎎/ℓ),01,4e-05,0.0
한강,비소 As (㎎/ℓ),02,3.4285713e-05,0.0
한강,비소 As (㎎/ℓ),03,5.7714286e-05,0.0
한강,비소 As (㎎/ℓ),04,0.00013771429,8.285714e-05
한강,비소 As (㎎/ℓ),05,0.0,4.0857143e-05
한강,비소 As (㎎/ℓ),06,0.00018057143,0.0
한강,비소 As (㎎/ℓ),07,0.00026971428,0.000204
한강,비소 As (㎎/ℓ),08,0.0,0.0
한강,비소 As (㎎/ℓ),09,0.0001437143,8.1142854e-05
한강,비소 As (㎎/ℓ),10,8.4e-05,0.00011657143
한강,비소 As (㎎/ℓ),11,5.142857e-05,0.00036285713
한강,비소 As (㎎/ℓ),12,8.285714e-05,0.00043914287
한강,생물화학적산소요구량 BOD (㎎/ℓ),01,0.9864865,1.1771429
한강,생물화학적산소요구량 BOD (㎎/ℓ),02,0.76486486,1.24
한강,생물화학적산소요구량 BOD (㎎/ℓ),03,1.6675676,1.2714286
한강,생물화학적산소요구량 BOD (㎎/ℓ),04,1.6702703,1.5114286
한강,생물화학적산소요구량 BOD (㎎/ℓ),05,1.445946,1.6685715
한강,생물화학적산소요구량 BOD (㎎/ℓ),06,1.3297297,1.4342858
한강,생물화학적산소요구량 BOD (㎎/ℓ),07,1.2486486,1.4142857
한강,생물화학적산소요구량 BOD (㎎/ℓ),08,1.4918919,1.6371429
한강,생물화학적산소요구량 BOD (㎎/ℓ),09,1.1621622,1.4914286
한강,생물화학적산소요구량 BOD (㎎/ℓ),10,1.1243243,1.5885714
한강,생물화학적산소요구량 BOD (㎎/ℓ),11,1.081081,1.2371428
한강,생물화학적산소요구량 BOD (㎎/ℓ),12,0.94324327,1.12
한강,수온 (℃),01,3.2405405,4.5314283
한강,수온 (℃),02,2.2621622,4.1857142
한강,수온 (℃),03,6.3297296,7.4457145
한강,수온 (℃),04,8.864865,10.3
한강,수온 (℃),05,13.889189,14.4257145
한강,수온 (℃),06,18.55946,18.914286
한강,수온 (℃),07,20.872972,20.5
한강,수온 (℃),08,23.764864,21.38857
한강,수온 (℃),09,21.259459,19.148571
한강,수온 (℃),10,17.864864,17.177143
한강,수온 (℃),11,13.756757,12.568571
한강,수온 (℃),12,7.737838,7.8685713
한강,수은 Hg (㎎/ℓ),01,5.7142856e-08,6.857143e-08
한강,수은 Hg (㎎/ℓ),02,0.0,4.857143e-08
한강,수은 Hg (㎎/ℓ),03,3.0857143e-07,4.6285714e-07
한강,수은 Hg (㎎/ℓ),04,0.0,7.714286e-08
한강,수은 Hg (㎎/ℓ),05,2.5714286e-08,5.4285714e-08
한강,수은 Hg (㎎/ℓ),06,2.7428572e-07,1.8857143e-07
한강,수은 Hg (㎎/ℓ),07,3.142857e-08,2.5714286e-08
한강,수은 Hg (㎎/ℓ),08,6.285714e-08,0.0
한강,수은 Hg (㎎/ℓ),09,2.0857142e-07,5.3714285e-07
한강,수은 Hg (㎎/ℓ),10,0.0,1.2e-07
한강,수은 Hg (㎎/ℓ),11,6.571429e-08,6.857143e-08
한강,수은 Hg (㎎/ℓ),12,4.2285714e-07,2.2e-07
한강,시안 CN (㎎/ℓ),01,0.0,0.0
한강,시안 CN (㎎/ℓ),02,0.0,0.0
한강,시안 CN (㎎/ℓ),03,0.0,0.0
한강,시안 CN (㎎/ℓ),04,0.0,0.0
한강,시안 CN (㎎/ℓ),05,0.0,0.0
한강,시안 CN (㎎/ℓ),06,0.0,0.0
한강,시안 CN (㎎/ℓ),07,0.0,0.0
한강,시안 CN (㎎/ℓ),08,0.0,0.0
한강,시안 CN (㎎/ℓ),09,0.0,0.0
한강,시안 CN (㎎/ℓ),10,0.0,0.0
한강,시안 CN (㎎/ℓ),11,0.0,0.0
한강,시안 CN (㎎/ℓ),12,0.0,0.0
한강,용존산소 DO (㎎/ℓ),01,6.294595,9.911428
한강,용존산소 DO (㎎/ℓ),02,6.572973,10.705714
한강,용존산소 DO (㎎/ℓ),03,12.486486,12.174286
한강,용존산소 DO (㎎/ℓ),04,11.572973,11.64
한강,용존산소 DO (㎎/ℓ),05,10.313514,10.451428
한강,용존산소 DO (㎎/ℓ),06,9.343244,9.545714
한강,용존산소 DO (㎎/ℓ),07,8.613514,8.922857
한강,용존산소 DO (㎎/ℓ),08,8.870271,8.548572
한강,용존산소 DO (㎎/ℓ),09,8.2594595,8.768572
한강,용존산소 DO (㎎/ℓ),10,8.648648,9.274285
한강,용존산소 DO (㎎/ℓ),11,9.356757,9.671429
한강,용존산소 DO (㎎/ℓ),12,10.402702,11.142858
한강,카드뮴 Cd (㎎/ℓ),01,0.0,8.1142854e-05
한강,카드뮴 Cd (㎎/ℓ),02,0.0,0.0
한강,카드뮴 Cd (㎎/ℓ),03,4.4e-05,0.0
한강,카드뮴 Cd (㎎/ℓ),04,0.0,9.142857e-06
한강,카드뮴 Cd (㎎/ℓ),05,0.0,3.4285715e-06
한강,카드뮴 Cd (㎎/ℓ),06,5.7142856e-06,1e-05
한강,카드뮴 Cd (㎎/ℓ),07,0.0,3.1428572e-06
한강,카드뮴 Cd (㎎/ℓ),08,0.0,0.0
한강,카드뮴 Cd (㎎/ℓ),09,5.714286e-07,8.857143e-06
한강,카드뮴 Cd (㎎/ℓ),10,0.0,7.714286e-06
한강,카드뮴 Cd (㎎/ℓ),11,4.285714e-06,0.0
한강,카드뮴 Cd (㎎/ℓ),12,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),01,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),02,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),03,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),04,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),05,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),06,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),07,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),08,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),09,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),10,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),11,0.0,0.0
형산강,6가크롬 Cr6+ (㎎/ℓ),12,0.0,0.0
형산강,납 Pb (㎎/ℓ),01,0.0,0.0
형산강,납 Pb (㎎/ℓ),02,0.0,0.0
형산강,납 Pb (㎎/ℓ),03,0.0,0.0
형산강,납 Pb (㎎/ℓ),04,0.0,0.0
형산강,납 Pb (㎎/ℓ),05,0.0,0.0
형산강,납 Pb (㎎/ℓ),06,0.0,0.0
형산강,납 Pb (㎎/ℓ),07,0.0,0.0
형산강,납 Pb (㎎/ℓ),08,0.0,0.0
형산강,납 Pb (㎎/ℓ),09,0.0,0.0
형산강,납 Pb (㎎/ℓ),10,0.0,0.0
형산강,납 Pb (㎎/ℓ),11,0.0,0.0
형산강,납 Pb (㎎/ℓ),12,0.0,0.0
형산강,비소 As (㎎/ℓ),01,0.0,0.0
형산강,비소 As (㎎/ℓ),02,0.0,0.0
형산강,비소 As (㎎/ℓ),03,0.0,0.0
